529015904,140458858130656
529108650,30822408
531428732,140458861969408
531513393,140458856120320
531583638,140458855071744
533673202,140458861969408
533752084,140458856120320
533820128,140458854023168
535818844,140458861969408
535899789,140458856120320
535968716,140458852974592
537627178,140458861969408
537700269,140458856120320
537766920,140458851926016
539109220,30826952
539681608,140458861969408
539755239,140458856120320
539822555,140458850877440
541402248,140458861969408
541476246,140458856120320
541543964,140458849828864
543231219,140458861969408
543314117,140458856120320
543380387,140458848780288
544777926,140458861969408
544857627,140458856120320
544923424,140458847731712
546301026,140458861969408
546383640,140458856120320
546450471,140458846683136
547842521,30830600
547923929,140458861969408
547991603,140458856120320
548057557,140458845634560
549338941,140458861969408
549418718,140458856120320
549484813,140458844585984
551105418,140458861969408
551186677,140458856120320
551256127,140458843537408
552757235,140458861969408
552838392,140458856120320
552906842,140458842488832
554193802,140458861969408
554275440,140458856120320
554344296,140458841440256
555971948,140458861969408
556053177,140458856120320
556122432,140458840391680
557051867,30834696
557453512,140458861969408
557527475,140458856120320
557595389,140458839343104
558960491,140458861969408
559033875,140458856120320
559101183,140458838294528
560213271,140458861969408
560285568,140458856120320
560352935,140458837245952
561550252,140458861969408
561622408,140458856120320
561689859,140458836197376
563094688,140458861969408
563167526,140458856120320
563235137,140458835148800
564649786,140458861969408
564721892,140458856120320
564789333,140458834100224
565723806,30838920
566224601,140458861969408
566304354,140458856120320
566371059,140458833051648
567754943,140458861969408
567835244,140458856120320
567901871,140458832003072
569060716,140458861969408
569141162,140458856120320
569208278,140458830954496
570815046,140458861969408
570898057,140458856120320
570965443,140458829905920
572302425,140458861969408
572382903,140458856120320
572449772,140458828857344
573915192,140458861969408
573996228,140458856120320
574076785,140458827808768
575006072,30843144
575445331,140458861969408
575525099,140458856120320
575592439,140458826760192
576860657,140458861969408
576941412,140458856120320
577008630,140458825711616
578252522,140458861969408
578336079,140458856120320
578404194,140458824663040
579991625,140458861969408
580072362,140458856120320
580139629,140458823614464
581482650,140458861969408
581563566,140458856120320
581630733,140458822565888
583025124,140458861969408
583106498,140458856120320
583173888,140458821517312
584130252,30847368
584577343,140458861969408
584657289,140458856120320
584724857,140458820468736
585944089,140458861969408
586037210,140458856120320
586105943,140458819420160
587627207,140458861969408
587708691,140458856120320
587776375,140458818371584
589055445,140458861969408
589136559,140458856120320
589204127,140458817323008
590801829,140458861969408
590886118,140458856120320
590954496,140458816274432
592322008,140458861969408
592403369,140458856120320
592471036,140458815225856
593409466,30851592
593865272,140458861969408
593945795,140458856120320
594013413,140458814177280
595648407,140458861969408
595730688,140458856120320
595798667,140458813128704
596943077,140458861969408
597024609,140458856120320
597092476,140458812080128
598398945,140458861969408
598480919,140458856120320
598548843,140458811031552
600000826,140458861969408
600082628,140458856120320
600150516,140458809982976
601475820,30855240
601558672,140458861969408
601628257,140458856120320
601695948,140458808934400
603545032,140458861969408
603627719,140458856120320
603698219,140458807885824
605408434,140458861969408
605497816,140458856120320
605567441,140458806837248
607217339,140458861969408
607300372,140458856120320
607368936,140458805788672
608872589,140458861969408
608956936,140458856120320
609025107,140458804740096
610418639,140458861969408
610503744,140458856120320
610572791,140458803691520
611640070,30859336
612167356,140458861969408
612248585,140458856120320
612317297,140458802642944
613675242,140458861969408
613757843,140458856120320
613826345,140458801594368
615724119,140458861969408
615807143,140458856120320
615875933,140458800545792
617329048,140458861969408
617411371,140458856120320
617479992,140458799497216
619190859,140458861969408
619276070,140458856120320
619345623,140458798448640
620648624,140458861969408
623412653,140458856120320
623482300,140458797400064
624368970,30863560
624753013,140458861969408
624834044,140458856120320
624902926,140458796351488
626210836,140458861969408
626295960,140458856120320
626365727,140458795302912
627721771,140458861969408
627804407,140458856120320
627873473,140458794254336
629003547,140458861969408
629086413,140458856120320
629155877,140458793205760
630311628,140458861969408
630397213,140458856120320
630466895,140458792157184
631710025,140458861969408
631792811,140458856120320
631861825,140458791108608
632690468,30867784
633075414,140458861969408
633157323,140458856120320
633226600,140458790060032
634564447,140458861969408
634648076,140458856120320
634717668,140458789011456
636051079,140458861969408
636134092,140458856120320
636203722,140458787962880
637417910,140458861969408
637503363,140458856120320
637573547,140458786914304
639462408,140458861969408
639546418,140458856120320
639615875,140458785865728
640984248,140458861969408
641067687,140458856120320
641137431,140458784817152
641975295,30872008
642412927,140458861969408
642498043,140458856120320
642568628,140458783768576
643852711,140458861969408
643936439,140458856120320
644005999,140458782720000
645131808,140458861969408
645215131,140458856120320
645284809,140458781671424
646469739,140458861969408
646556133,140458856120320
646626564,140458780622848
648252140,140458861969408
648335333,140458856120320
648405288,140458779574272
650092312,30875656
650169861,140458861969408
650242014,140458856120320
650311863,140458778525696
652101657,140458861969408
652185711,140458856120320
652255884,140458777477120
654040903,140458861969408
654118239,140458856120320
654188847,140458776428544
655779224,140458861969408
655863220,140458856120320
655933793,140458775379968
657211175,140458861969408
657297740,140458856120320
657368745,140458774331392
658903066,140458861969408
658989935,140458856120320
659061077,140458773282816
660059884,30879752
660510107,140458861969408
660592877,140458856120320
660663264,140458772234240
662102946,140458861969408
662180482,140458856120320
662251806,140458771185664
663836508,140458861969408
663920666,140458856120320
663991245,140458770137088
665282772,140458861969408
665369363,140458856120320
665440596,140458769088512
666893548,140458861969408
666980563,140458856120320
667051684,140458768039936
668556556,140458861969408
668640838,140458856120320
668712027,140458766991360
669714731,30883976
670161331,140458861969408
670247776,140458856120320
670319070,140458765942784
671838298,140458861969408
671923056,140458856120320
671993930,140458764894208
673410630,140458861969408
673495361,140458856120320
673566045,140458763845632
675459130,140458861969408
675546513,140458856120320
675618092,140458762797056
677009241,140458861969408
677093933,140458856120320
677164899,140458761748480
678686863,140458861969408
678765468,140458856120320
678837269,140458760699904
679957340,30888200
680453399,140458861969408
680537288,140458856120320
680608373,140458759651328
682106219,140458861969408
682192102,140458856120320
682265371,140458758602752
684100192,140458861969408
684185565,140458856120320
684258560,140458757554176
685824200,140458861969408
685909277,140458856120320
685982764,140458756505600
687772898,140458861969408
687860136,140458856120320
687935025,140458755457024
689361620,140458861969408
689442378,140458856120320
689519375,140458754408448
690691697,30892424
691239509,140458861969408
691319498,140458856120320
691392849,140458753359872
692809113,140458861969408
692886974,140458856120320
692959722,140458752311296
694524905,140458861969408
694605929,140458856120320
694679546,140458751262720
